equipment,equipment.1
unesco,unesco
unloCode,UN/LOCODE
utcOffset,UTC offset
vehicleCode,vehicle code
volumeQuote,volume quote
water,water
waterArea,area of water
waterPercentage,water percentage of a place
westPlace,west place
wholeArea,whole area
widthQuote,width quote
yearOfConstruction,year of construction
architect,architect
architectualBureau,architectual bureau
architecturalStyle,architectural style
buildingEndYear,building end year
buildingStartYear,building start year
construction,construction
constructionMaterial,construction material
currentlyUsedFor,currently used for
demolitionDate,demolition date
demolitionYear,demolition year
features,features
initiallyUsedFor,initally used for
maintainedBy,maintained by
rebuildingDate,rebuilding date
rebuildingYear,rebuilding year
reopeningDate,reopening date
reopeningYear,reopening year
tenant,tenant
visitorStatisticsAsOf,visitor statistics as of
visitorsPerDay,visitors per day
visitorsPerYear,visitors per year
visitorsPercentageChange,visitor percentage change
visitorsTotal,visitors total
buildingType,buildingType
elevatorCount,elevator count
floorArea,floor area
floorCount,floor count
numberOfRooms,number of rooms
seatingCapacity,seating capacity
security,security
space,space
structuralSystem,structural system
towerHeight,tower height
workArea,work area
pastor,pastor
bedCount,bed count
numberOfParkingSpaces,number of parking spaces
numberOfRestaurants,number of restaurants
numberOfSuites,number of suites
starRating,star rating
collection,collection
curator,curator
museumType,museumType
bishopric,bishopric
cemetery,cemetery
eparchy,eparchy
organ,organ
relics,relics
enshrinedDeity,enshrined deity
mainBuilding,main building
chef,chef
dressCode,dress code
headChef,head chef
reservations,reservations
numberOfStores,number of sores
cityRank,city rank
continentRank,continent rank
contractor,contractor
countryRank,country rank
highestBuildingInYear,highest building in year
roofHeight,roof height
topFloorHeight,top floor height
currentProduction,current production
caterer,caterer
iataLocationIdentifier,IATA Location Identifier
numberOfTracks,number of tracks
passengersPerDay,passengers per day
passengersPerYear,passengers per year
previousInfrastructure,previous infrastructure
road,road
subsequentInfrastructure,subsequent infrastructure
airportUsing,Different usage of an airport
faaLocationIdentifier,FAA Location Identifier
icaoLocationIdentifier,ICAO Location Identifier
locationIdentifier,Location Identifier
runwayDesignation,designation of runway
runwayLength,length of runway
runwaySurface,surface of runway
runwayWidth,width of runway
associatedRocket,associated rocket
firstLaunchDate,first launch date
firstLaunchRocket,first launch rocket
lastLaunchDate,last launch date
lastLaunchRocket,last launch rocket
launches,launches
maximumInclination,maximum inclination
minimumInclination,minimum inclination
numberOfPads,number of pads
averageAnnualGeneration,average annual gross power generation
capacityFactor,capacity factor
fuelTypeName,fuel type
generationUnits,generation units
installedCapacity,installed capacity
otherFuelType,secondary/other fuel type
primaryFuelType,primary fuel type
numberOfReactors,number of reactors
fillingStation,filling station
parkingLotsCars,number of parking lots for cars
parkingLotsTrucks,number of parking lots for trucks
lengthReference,length reference
lineLength,line length
numberOfLanes,number of lanes
numberOfStations,number of stations
railGauge,rail gauge
railwayRollingStock,railway rolling stock
routeDirection,route direction
routeEnd,route end
routeEndDirection,road end direction
routeEndLocation,route end location
routeJunction,route junction
routeNumber,route number
routeStart,route start
routeStartDirection,road start direction
routeStartLocation,route start location
routeTypeAbbreviation,route type abbreviation
speedLimit,speed limit
toll,toll
trackLength,track length
trackWidth,track width
typeOfElectrification,type of electrification
vehiclesPerDay,vehicles per day
voltageOfElectrification,voltage of electrification
bridgeCarries,bridge carries
crosses,crosses
loadLimit,load limit
mainspan,mainspan
numberOfPiersInWater,number of piers in water
numberOfSpans,number of spans
unitedStatesNationalBridgeId,United States National Bridge ID
railwayLineUsingTunnel,railway line using tunnel
addressInRoad,address in road
beltwayCity,beltway city
highwaySystem,highway system
ruralMunicipality,rural municipality
spurOf,spur of
spurType,spur type
meetingRoad,meeting road
waterwayThroughTunnel,waterway through tunnel
agencyStationCode,agency station code
availableSmartCard,available smart card
bicycleInformation,bicycle information
canBaggageChecked,can baggage checked
fareZone,fare zone
isHandicappedAccessible,is handicapped accessible
numberOfPlatformLevels,number of platform levels
otherServingLines,other serving lines
parkingInformation,parking information
passengersUsedSystem,passengers used system
railwayPlatforms,railway platforms
servingRailwayLine,serving railway line
stationStructure,station structure
yearOfElectrification,year of electrification
routeActivity,route activity
routeLine,line
routeNext,route next stop
routePrevious,route previous stop
ableToGrind,able to grind
grindingCapability,grinding capability
millSpan,mill span
millType,mill type
millsCodeBE,mill code BE
millsCodeDutch,mill code NL
millsCodeNL,mill code NL
millsCodeNLVerdwenen,mill dissapeared code NL
millsCodeNLWindmotoren,millsCodeNLWindmotoren
dateUnveiled,date unveiled
groupCommemorated,group commemorated
inCemetery,in cemetery
codeMemorial,memorial ID number
numberOfHoles,number of holes
numberOfTurns,number of turns
numberOfLifts,number of lifts
numberOfTrails,number of trails
linkedTo,linked to
massif,massif
absoluteMagnitude,absolute magnitude
apoapsis,apoapsis
apofocus,apofocus
constellation,constellation
discovered,discovery date
maxAbsoluteMagnitude,maximum absolute magnitude
maxApparentMagnitude,maximum apparent magnitude
messierName,Messier name
ngcName,NGC name
orbitalEccentricity,orbital eccentricity
periapsis,periapsis
perifocus,perifocus
rightAscension,right ascension
stellarClassification,stellar classification
vonKlitzingConstant,von Klitzing electromagnetic constant (RK)
declination,declination
neighbourConstellations,neighbour constellations
numberOfStars,number of stars
cluster,cluster
definition,definition
explorer,explorer
notableFeatures,notable features
albedo,albedo
apparentMagnitude,apparent magnitude
detectionMethod,Method of discovery
epoch,epoch
escapeVelocity,escape velocity
maximumTemperature,maximum temperature
meanRadius,mean radius
meanTemperature,mean temperature
minimumTemperature,minimum temperature
orbitalPeriod,orbital period
rotationPeriod,rotation period
satellite,satellite
surfaceArea,surface area
surfaceGravity,surface gravity
radius_ly,Radius_ly
v_hb,V_hb
credit,credit
dec,dec
dist_ly,dist_ly
dist_pc,dist_pc
names,names
ra,ra
size_v,size_v
numberOfGraves,number of graves
gasChambers,gas chambers
liberationDate,date of liberation
numberOfDeaths,number of deaths
eventDescription,event description
nrhpReferenceNumber,NRHP Reference Number
nrhpType,NRHP type
numberOfVisitorsAsOf,number of visitors as of
frozen,frozen
inflow,inflow
island,island
outflow,outflow
shoreLength,shore length
areaOfCatchment,area of catchment
discharge,discharge
sourceCountry,source country
watershed,watershed
dateAct,date act
dateClosed,date closed
dateCompleted,date completed
dateConstruction,date construction
dateExtended,date extended
dateUse,date use
hasJunctionWith,has junction with
maximumBoatBeam,maximum boat beam
maximumBoatLength,maximum boat length
originalEndPoint,original end point
originalMaximumBoatBeam,original maximum boat beam
originalMaximumBoatLength,original maximum boat length
originalStartPoint,original start point
principalEngineer,principal engineer
leftTributary,left tributary
mouthCountry,mouth country
mouthDistrict,mouth district
mouthMountain,mouth mountain
mouthPlace,mouth place
mouthPosition,mouth position
mouthRegion,mouth region
mouthState,mouth state
rightTributary,right tributary
riverBranch,branch
riverBranchOf,branch of
riverMouth,river mouth
sourceConfluence,source confluence
sourceConfluenceCountry,source confluence country
sourceConfluenceMountain,source confluence mountain
sourceConfluencePlace,source confluence place
sourceConfluencePosition,source confluence position
sourceConfluenceRegion,source confluence region
sourceConfluenceState,source confluence state
numberOfEntrances,number of entrances
alpsGroup,Alps group
alpsMainPart,Alps main part
alpsMajorSector,Alps major sector
alpsSection,Alps section
alpsSoiusaCode,Alps SOIUSA code
alpsSubgroup,Alps subgroup
alpsSubsection,Alps subsection
alpsSupergroup,Alps supergroup
firstAscentPerson,person that first ascented a mountain
firstAscentYear,year of first ascent
mountainRange,mountain range
parentMountainPeak,parent mountain peak
highest,highest
eruptionYear,eruption date
administrativeHeadCity,head city
agglomeration,agglomeration
agglomerationArea,agglomeration area
agglomerationDemographics,agglomeration demographics
apskritis,apskritis
areaRural,area rural
areaTotalRanking,total area ranking
areaUrban,area urban
arrondissement,arrondissement
barangays,barangays
borough,borough
capital,capital
catholicPercentage,catholic percentage
ccaState,cca state
censusYear,census year
ceremonialCounty,Ceremonial County
circle,region
citySince,city since
cityType,city type
colonialName,colonial name
commissionerDate,commissioner date
communityIsoCode,iso code of a community
councilArea,Council area
countySeat,county seat
delegateMayor,delegate mayor
delegation,delegation
deme,deme
demographics,demographics
demographicsAsOf,demographics as of
department,department
departmentPosition,geolocDepartment
disappearanceDate,date disappearance of a populated place
ekatteCode,EKATTE code
emblem,emblem
ethnicGroup,ethnic group
fipsCode,fips code
firstMention,first mention
foundation,foundation
gdpPerCapita,gross domestic product (GDP) per capita
giniCoefficient,gini coefficient
giniCoefficientAsOf,gini coefficient as of
giniCoefficientCategory,gini coefficient category
giniCoefficientRanking,gini coefficient ranking
gnisCode,gnis code
gnl,gnl
governorate,governorate
grossDomesticProduct,gross domestic product (GDP)
grossDomesticProductAsOf,gross domestic product as of
grossDomesticProductNominalPerCapita,gross domestic product nominal per capita
grossDomesticProductPurchasingPowerParityPerCapita,gross domestic product purchasing power parity per capita
historicalRegion,historical region
hraState,hra state
humanDevelopmentIndex,Human Development Index (HDI)
humanDevelopmentIndexAsOf,human development index as of
humanDevelopmentIndexRankingCategory,human development index (HDI) category
illiteracy,illiteracy
income,income
infantMortality,infant mortality
internationalPhonePrefix,international phone prefix
internationalPhonePrefixLabel,international phone prefix label
ist,ist
istat,code istat
largestCity,largest city
largestSettlement,largest settlement
latestElection,date of latest election
leaderName,leader name
leaderParty,leader party
leaderTitle,leader title
legislature,legislature
licenceNumber,licence number
licenceNumberLabel,licence number label
lieutenancy,lieutenancy
lieutenancyArea,Lieutenancy area
lifeExpectancy,life expectancy
localPhonePrefix,local phone prefix
localizationThumbnail,thumbnail localization
localizationThumbnailCaption,legend thumbnail localization
metropolitanBorough,metropolitan borough
nation,nation
neighboringMunicipality,neighboring municipality
nisCode,NIS code
numberOfCantons,Number Of Cantons
numberOfCapitalDeputies,Number Of Capital Deputies
numberOfCounties,number of counties
numberOfFederalDeputies,Number Of Federal Deputies
numberOfMunicipalities,Number Of Municipalities
numberOfStateDeputies,Number Of State Deputies
officialLanguage,official language
okatoCode,okato code
oldDistrict,old district
oldName,old name
oldProvince,old province
otherName,other name
outskirts,outskirts
parish,parish
peopleName,peopleName
perCapitaIncome,per capita income
perCapitaIncomeAsOf,per capita income as of
perCapitaIncomeRank,per capital income rank
percentageLiteracyMen,"percentage of a place's male population that is literate, degree of analphabetism"
percentageLiteracyWomen,"percentage of a place's female population that is literate, degree of analphabetism"
percentageLiterate,"percentage of a place's population that is literate, degree of analphabetism"
phonePrefix,phone prefix
pluviometry,pluviometry
policeName,police name
politicGovernmentDepartment,politic government department
population,population
populationAsOf,population as of
populationDensity,population density
populationMetro,population metro
populationMetroDensity,population metro density
populationPctChildren,population percentage under 12 years
populationPctMen,population percentage male
populationPctWomen,population percentage female
populationRural,population rural
populationRuralDensity,population density rural
populationTotalRanking,total population ranking
populationUrban,population urban
populationUrbanDensity,population urban density
populationYear,population year
previousDemographics,previous demographics
previousName,previous name
previousPopulation,previous population
previousPopulationTotal,previous population total
principalArea,principal area
protestantPercentage,protestant percentage
provinceIsoCode,iso code of a province
purchasingPowerParity,purchasing power parity
purchasingPowerParityRank,purchasing power parity rank
purchasingPowerParityYear,purchasing power parity year
rankArea,rank of an area
rankPopulation,rank of a population
regionalLanguage,regional language
saint,saint
senior,senior
seniunija,seniunija
sharingOutPopulation,sharing out population
sharingOutPopulationYear,sharing out year
sheading,sheading
simcCode,SIMC code
termOfOffice,term of office
terytCode,TERYT code
topic,topic
touristicSite,touristic site
unitaryAuthority,unitary authority
viceLeader,vice leader
viceLeaderParty,vice leader party
watercourse,watercourse
zipCode,zip code
numberOfCity,number of contries inside en continent
numberOfDependency,number of dependency
continent,continent
europeanUnionEntranceDate,european union entrance date
numberOfMinistries,number of ministries
numberOfMusicalArtistEntities,number of MuscialArtist class (entities) in DBpedia
numberOfPersonEntities,number of Person class (entities) in DBpedia
numberOfSettlementsInCountry,number of entities of Settlement class in country
topLevelDomain,country top level (tld)
twinCountry,twin country
wordBefore,word before the country
shape,intercommunality shape
archipelago,archipelago
building,building
capitalCountry,capital country
capitalDistrict,capital district
capitalElevation,capital elevation
capitalMountain,capital mountain
capitalPlace,capital place
capitalPosition,capital position
capitalRegion,capital region
discovery,date when the island has been discovered
eruption,eruption
government,government
governmentCountry,government country
governmentElevation,government elevation
governmentMountain,government mountain
governmentPlace,government place
governmentPosition,government position
governmentRegion,government region
highestPointIsland,highest point of the island
highestRegion,highest region
highestState,highest state
leftChild,left child
localization,localization of the island
lowestRegion,lowest region
lowestState,lowest state
mainIslands,main islands
majorIsland,major island
managementCountry,management country
managementRegion,management region
numberOfIslands,number of islands
observatory,observatory
rightChild,right child
subdivisionName,subdivision name of the island
volcanicActivity,volcanic activity
volcanicType,volcanic type
volcanoId,volcano id
dutchCOROPCode,Dutch COROP code
administrativeCenter,administrative center
congressionalDistrict,congressional district
landeshauptmann,landeshauptmann
landtag,austrian land tag
landtagMandate,austrian land tag mandate
numberOfCountries,number of countries
seatNumber,number of seats in the land parlement
placeOfWorship,place of worship
numberOfArrondissement,number of arrondissement
numberOfCanton,number of canton
numberOfDistrict,number of district
numberOfIntercommunality,number of intercommunality
numberOfSettlement,number of settlement
prefecture,prefecture
subprefecture,subprefecture
numberOfVillages,number of villages
amsterdamCode,Amsterdam Code
departmentCode,code of the department
hasAbsorbedMunicipality,the previous municipality from which this one has been created or enlarged
municipalityRenamedTo,a municipality's new name
municipalityType,type of municipality
municipalityAbsorbedBy,absorbed by
presentMunicipality,present municipality
presentName,a municipality's present name
numberOfDistricts,number of districts
subMunicipalityType,type of municipality
adjacentSettlement,adjacent settlement of a switzerland settlement
administrativeCollectivity,administrative collectivity
administrativeDistrict,administrative district
agglomerationPopulation,agglomeration population
agglomerationPopulationYear,agglomerationPopulationYear
associationOfLocalGovernment,association of local government
bourgmestre,bourgmestre
canton,canton
coastLine,coast line
codeSettlement,settlement code
collectivityMinority,collectivity minority
commune,commune
daira,daira
day,day
distanceToBelfast,distance to Belfast
distanceToCapital,distance to capital
distanceToCardiff,distance to Cardiff
distanceToCharingCross,distance to Charing Cross
distanceToDouglas,distance to Douglas
distanceToDublin,distance to Dublin
distanceToEdinburgh,distance to Edinburgh
distanceToLondon,distance to London
distanceToNearestCity,distance to nearest city
employersCelebration,employer's celebration
federalState,federal state
frazioni,frazioni
geolocDepartment,geolocDepartment
highestPoint,highest point
inseeCode,INSEE code
isCityState,is a city state
isoCodeRegion,ISO region code
jointCommunity,joint community
landRegistryCode,land registry code
largestMetro,largest metro
locality,locality of a switzerland settlement
lowestPoint,lowest point
mergedSettlement,merged settlement
minority,minority
officialName,official name
ofsCode,ofs code of a settlement
ons,ONS ID (Office national des statistiques) Algeria
otherInformation,other information of a settlement
otherLanguage,other language of a settlement
phonePrefixLabel,phone prefix label of a settlement
politicalMajority,political majority
politicalSeats,political seats
populationTotalReference,total population reference
provCode,prove code
reffBourgmestre,referent bourgmestre
sameName,same name
settlementAttached,settlement attached
summerTemperature,summer temperature
twinTown,twin city
urbanArea,urban area
wilaya,wilaya
winterTemperature,winter temperature
crownDependency,crown dependency
codeDistrict,City district code
iucnCategory,iucn category
numberOfHouses,number of houses present)
areaOfSearch,area of search
interest,interest
notifyDate,notify date
growingGrape,growing grape
isPartOfWineRegion,is part of wine region
numberOfVineyards,number of vineyards
numberOfWineries,number of wineries
varietals,varietals
wineProduced,wine produced
wineYear,wine year
id,id
binomial,binomial
binomialAuthority,binomial authority
clade,clade
classis,classis
conservationStatus,conservation status
conservationStatusSystem,conservation status system
domain,domain
extinctionYear,extinction year
family,family
fossil,fossil
genus,genus
kingdom,kingdom
order,order (taxonomy)
parentheses,parentheses
phylum,phylum
redListIdNL,red list ID NL
scientificName,scientific name
species,species
subClassis,sub-classis
subFamily,sub-family
subGenus,subgenus
subOrder,sub-order
subTribus,subtribus
superFamily,super-family
superOrder,super-order
superTribus,supertribus
taxon,has taxon
tribus,tribus
woRMS,WoRMS
breeder,breeder
dam,dam
damsire,damsire
foalDate,foal date
grandsire,grandsire
sire,sire
jockey,jockey
cultivatedVariety,cultivar
hybrid,hybrid
notableWine,notable wine
wineRegion,wine region
competition,competition
numberOfBronzeMedalsWon,number of bronze medals won
numberOfGoldMedalsWon,number of gold medals won
numberOfSilverMedalsWon,number of silver medals won
flagBearer,flag bearer
games,games
nationalOlympicCommittee,National Olympic Committee
numberOfCompetitors,number of competitors
numberOfOfficials,number of officials
oldcode,oldcode
otherAppearances,other appearances
rankInFinalMedalCount,rank in final medal count
summerAppearances,summer appearances
winterAppearances,winter appearances
soccerLeaguePromoted,promoted
soccerLeagueRelegated,relegated teams
soccerLeagueSeason,season
soccerLeagueWinner,league champion
statistic,statistic
end,end
start,start
numberOfGoals,number of goals scored
numberOfMatches,number of matches or caps
countryWithFirstAstronaut,country with first astronaut
countryWithFirstSatellite,country with first satellite
countryWithFirstSatelliteLaunched,country with first satellite launched
countryWithFirstSpaceflight,country with first spaceflight
firstLaunch,first launch
lastLaunch,last launch
maidenFlightRocket,maiden flight rocket
orbitalFlights,orbital flights
retiredRocket,retired rocket
suborbitalFlights,suborbital flights
totalTravellers,total travellers
derivative,derivative
musicFusionGenre,music fusion genre
musicSubgenre,music subgenre
numberOfMusicalArtistStyle,number of all MuscialArtist playing the style
stylisticOrigin,stylistic origin
believers,Believers
established,Established
establishment,Establishment
primate,Primite
theology,Theology
procedure,procedure
attorneyGeneral,attorney general
codeBook,code book
judge,judge
legalArticle,legal article
ruling,ruling
solicitorGeneral,solicitor general
systemOfLaw,system of law
argueDate,argue date
decideDate,decide date
projectEndDate,project end date
projectKeyword,project keyword
projectObjective,project objective
projectStartDate,project start date
fundedBy,funded by
projectBudgetFunding,project budget funding
projectBudgetTotal,project budget total
projectCoordinator,project coordinator
projectParticipant,project participant
projectReferenceID,project reference ID
projectType,project type
templateName,template name
alternativeTitle,alternative title
author,author
basedOn,based on
bibo:pages,pages
chiefEditor,chief editor
cites,cites
commissioner,commissioner
completionDate,completion date
composer,composer
coverArtist,cover artist
dc:description,description
dc:publisher,publisher
dcc,Dewey Decimal Classification
dct:references,references
dct:source,source
fileSize,size
filename,filename
license,license
mainCharacter,main character
musicComposer,music composer
narrator,narrator
originalLanguage,original language
originalTitle,original title
previousWork,previous work
producer,producer
productionCompany,production company
publisher,publisher
releaseLocation,release location
runtime,runtime
skos:notation,notation
starring,starring
subjectTerm,subject term
subsequentWork,subsequent work
translator,translator
writer,writer
dutchArtworkCode,Dutch artwork code
museum,museum
painter,painter
technique,technique
animator,animator
dateLastUpdated,Date Last Updated
documentNumber,document number
galleryItem,gallery item
hasAnnotation,Indicates an annotation associated with this document
registryNumber,registry number
fileExtension,The extension of this file
fileURL,The URL at which this file can be downloaded
hasKMLData,Has KML data associated with it (usually because of KML overlays)
afdbId,afdb id
allcinemaId,allcinema id
amgid,amgId
bgafdId,bgafd id
cinematography,cinematography
costumeDesigner,costume designer
director,film director
eTeatrId,e-teatr.pl id
editing,editing
egafdId,egafd id
eurobabeIndexId,eurobabe index id
filmAudioType,film audio type
filmColourType,film colour type
filmRuntime,film runtime
firstBroadcast,first broadcast
gross,gross
iafdId,iafd id
idAllocine,Allocine ID
makeupArtist,makeup artist
producedBy,produced by
quebecerTitle,quebecer title
setDesigner,set designer
specialEffects,special effects
titleLanguage,title language
artist,performer
lyrics,lyrics
musicType,musicType
musicalKey,musical key
recordDate,record date
recordedIn,recorded in
albumRuntime,album duration
compiler,compiler
longtype,longtype
musicFormat,musicFormat
review,review
totalDiscs,total discs
totalTracks,total tracks
musicBy,music by
libretto,libretto
aSide,a side
bSide,b side
certification,certification
certificationDate,certification date
musicalArtist,musical artist
musicalBand,musical band
trackNumber,track number
aspectRatio,Aspect Ratio
computingInput,Computing input
computingMedia,Computing Media
computingPlatform,computing platform
frequentlyUpdated,frequently updated
latestPreviewDate,latest preview date
latestPreviewVersion,latest preview version
latestReleaseDate,latest release date
latestReleaseVersion,latest release version
operatingSystem,operating system
programmingLanguage,programming language
resolution,resolution
gameArtist,game artist
gameEngine,Game Engine
episodeNumber,episode number
guest,guest
photographer,photographer
seasonNumber,season number
coExecutiveProducer,co executive producer
coProducer,co producer
creativeDirector,creative director
endingTheme,ending theme
numberOfEpisodes,number of episodes
numberOfSeasons,number of seasons
openingTheme,opening theme
presenter,presenter
showJudge,showJudge
storyEditor,story editor
tvComId,tv.com id
foaf:homepage,homepage
circulation,circulation
coden,CODEN
dutchPPNCode,Dutch PPN code
filmVersion,film version
firstPublicationDate,first publication date
firstPublisher,first publisher
illustrator,illustrator
isbn,ISBN
lastPublicationDate,last publication date
lcc,LCC
lccn,LCCN
literaryGenre,literary genre
magazine,magazine
mediaType,media type
nonFictionSubject,non-fiction subject
numberOfPages,number of pages
numberOfVolumes,number of volumes
oclc,OCLC
prefaceBy,author of preface
atPage,page number
atRowNumber,row number
connectsReferencedTo,connects referenced to
reference,reference
approvedByLowerParliament,date of approval by lower parliament
approvedByUpperParliament,date of approval by upper parliament
unicode,unicode
umbrellaTitle,umbrella title
volumes,volumes
finalPublicationDate,final publication date
finalPublicationYear,final publication year
firstPublicationYear,first publication year
frequencyOfPublication,frequency of publication
issn,issn
openAccessContent,open access content
zdb,zdb
academicDiscipline,academic discipline
impactFactor,impact factor
impactFactorAsOf,impact factor as of
isPeerReviewed,is peer reviewed
jstor,JSTOR
editorTitle,editor title
previousEditor,previous editor
associateEditor,associate editor
managingEditor,managing editor
sisterNewspaper,sister newspaper
dutchWinkelID,Dutch PPN code
characterInPlay,character in play
chorusCharacterInPlay,chorus character in play
ibdbId,IBDB ID
iobdbId,IOBDB ID
muteCharacterInPlay,mute character in play
premiereDate,premiere date
premierePlace,premiere place
premiereYear,premiere year
settingOfPlay,setting of play
subjectOfPlay,subject of play
abstentions,abstentions
votesAgainst,Votes against the resolution
votesFor,Number of votes in favour of the resolution
foaf:primaryTopic,The primary topic of some page or document.
geo:lat,latitude
geo:long,longitude
georss:point,point
